CustomerID,frequency,recency,T,monetary_value
13373,2.0,216.0,276.0,1162.28
13375,0.0,0.0,88.0,0.0
13376,2.0,135.0,234.0,321.88
13379,2.0,110.0,136.0,218.14
13381,5.0,267.0,298.0,644.64
13382,0.0,0.0,280.0,0.0
13384,5.0,148.0,178.0,595.87
13385,0.0,0.0,329.0,0.0
13388,0.0,0.0,131.0,0.0
13389,2.0,221.0,232.0,270.03
13390,0.0,0.0,74.0,0.0
13391,0.0,0.0,203.0,0.0
13394,7.0,308.0,309.0,315.18
13395,0.0,0.0,185.0,0.0
13396,1.0,290.0,319.0,973.72
13397,4.0,267.0,339.0,311.05
13398,0.0,0.0,192.0,0.0
13402,1.0,245.0,372.0,312.95
13403,0.0,0.0,17.0,0.0
13404,1.0,211.0,212.0,34.68
13405,2.0,243.0,317.0,206.2
13410,4.0,267.0,291.0,188.2
13411,0.0,0.0,107.0,0.0
13414,2.0,163.0,296.0,500.25
13416,1.0,38.0,81.0,437.5
13417,1.0,201.0,205.0,404.83
13418,12.0,361.0,372.0,458.68
13419,0.0,0.0,63.0,0.0
13420,1.0,21.0,170.0,104.05
13421,1.0,250.0,290.0,1026.04
13422,0.0,0.0,64.0,0.0
13425,2.0,186.0,294.0,611.32
13426,9.0,359.0,359.0,367.15
13427,2.0,196.0,215.0,184.05
13428,0.0,0.0,10.0,0.0
13429,3.0,65.0,75.0,225.4
13430,1.0,68.0,86.0,343.14
13431,1.0,21.0,88.0,415.42
13434,1.0,22.0,96.0,461.4
13435,6.0,184.0,189.0,561.03
13436,0.0,0.0,1.0,0.0
13437,6.0,176.0,190.0,327.86
13439,0.0,0.0,255.0,0.0
13441,0.0,0.0,91.0,0.0
13447,2.0,12.0,35.0,452.72
13448,4.0,357.0,373.0,773.85
13449,0.0,0.0,23.0,0.0
13450,5.0,192.0,218.0,360.62
13451,4.0,308.0,334.0,643.66
13452,1.0,11.0,270.0,295.0
13453,1.0,124.0,289.0,171.98
13455,1.0,342.0,366.0,365.4
13456,5.0,190.0,207.0,311.81
13458,13.0,352.0,359.0,650.82
13460,1.0,20.0,49.0,75.98
13461,2.0,125.0,163.0,434.3
13462,0.0,0.0,252.0,0.0
13464,0.0,0.0,58.0,0.0
13466,0.0,0.0,184.0,0.0
13467,1.0,26.0,36.0,301.25
13470,1.0,16.0,115.0,49.5
13471,3.0,46.0,47.0,529.97
13473,1.0,272.0,332.0,181.38
13474,0.0,0.0,236.0,0.0
13475,3.0,107.0,298.0,371.55
13476,1.0,103.0,281.0,510.87
13477,5.0,254.0,291.0,253.84
13479,1.0,34.0,234.0,156.6
13481,3.0,211.0,256.0,379.76
13482,0.0,0.0,232.0,0.0
13483,0.0,0.0,65.0,0.0
13484,0.0,0.0,241.0,0.0
13485,0.0,0.0,233.0,0.0
13486,2.0,77.0,155.0,460.12
13487,2.0,296.0,353.0,191.12
13488,11.0,350.0,367.0,689.67
13489,3.0,189.0,294.0,124.08
13491,9.0,321.0,372.0,124.1
13492,2.0,78.0,214.0,477.27
13493,1.0,12.0,287.0,439.28
13494,0.0,0.0,311.0,0.0
13495,4.0,361.0,368.0,383.48
13496,1.0,349.0,359.0,152.32
13497,1.0,86.0,368.0,194.55
13499,4.0,252.0,269.0,250.22
13500,2.0,99.0,122.0,420.18
13501,0.0,0.0,288.0,0.0
13502,2.0,307.0,323.0,88.7
13503,0.0,0.0,71.0,0.0
13504,0.0,0.0,64.0,0.0
13505,3.0,160.0,232.0,1127.98
13506,1.0,53.0,369.0,157.4
13507,3.0,142.0,145.0,412.26
13508,0.0,0.0,243.0,0.0
13509,6.0,276.0,284.0,128.4
13510,3.0,182.0,183.0,402.08
13512,0.0,0.0,260.0,0.0
13513,0.0,0.0,126.0,0.0
13514,0.0,0.0,73.0,0.0
13515,3.0,175.0,247.0,229.24
13516,2.0,217.0,238.0,621.71
13517,2.0,120.0,179.0,513.28
13518,0.0,0.0,85.0,0.0
13519,0.0,0.0,78.0,0.0
13520,5.0,313.0,371.0,664.19
13521,2.0,9.0,10.0,402.88
13522,0.0,0.0,30.0,0.0
13523,3.0,333.0,366.0,1132.64
13524,4.0,179.0,219.0,130.24
13525,1.0,234.0,248.0,345.9
13527,5.0,293.0,326.0,435.41
13529,1.0,126.0,204.0,126.66
13531,1.0,161.0,366.0,178.35
13532,0.0,0.0,33.0,0.0
13533,1.0,85.0,267.0,124.15
13534,17.0,356.0,358.0,328.64
13536,6.0,74.0,75.0,498.85
13538,6.0,272.0,315.0,185.68
13539,2.0,224.0,309.0,233.62
13544,1.0,201.0,240.0,168.5
13546,2.0,188.0,200.0,219.42
13548,1.0,147.0,243.0,401.4
13549,6.0,217.0,242.0,122.45
13551,0.0,0.0,319.0,0.0
13552,7.0,249.0,315.0,489.48
13557,1.0,252.0,280.0,343.38
13558,3.0,63.0,68.0,134.36
13560,0.0,0.0,7.0,0.0
13561,0.0,0.0,215.0,0.0
13562,2.0,164.0,245.0,598.03
13563,1.0,56.0,140.0,466.65
13564,2.0,224.0,368.0,604.51
13565,1.0,315.0,334.0,130.04
13566,1.0,42.0,82.0,289.53
13568,0.0,0.0,173.0,0.0
13569,1.0,350.0,367.0,255.43
13570,0.0,0.0,243.0,0.0
13571,11.0,241.0,253.0,177.0
13572,0.0,0.0,205.0,0.0
13573,1.0,203.0,253.0,262.63
13575,4.0,153.0,176.0,160.88
13576,17.0,363.0,373.0,374.6
13577,3.0,216.0,241.0,443.62
13579,1.0,355.0,369.0,302.34
13581,0.0,0.0,309.0,0.0
13583,0.0,0.0,155.0,0.0
13584,0.0,0.0,306.0,0.0
13587,0.0,0.0,63.0,0.0
13588,8.0,240.0,255.0,295.71
13589,1.0,165.0,179.0,232.65
13590,5.0,292.0,303.0,334.57
13591,2.0,202.0,266.0,327.46
13592,3.0,229.0,264.0,57.08
13593,4.0,228.0,336.0,369.31
13594,0.0,0.0,52.0,0.0
13596,1.0,7.0,12.0,285.44
13598,0.0,0.0,47.0,0.0
13599,14.0,365.0,366.0,342.92
13600,0.0,0.0,312.0,0.0
13601,1.0,166.0,211.0,320.12
13602,0.0,0.0,64.0,0.0
13603,0.0,0.0,26.0,0.0
13606,2.0,282.0,311.0,105.26
13607,0.0,0.0,40.0,0.0
13610,6.0,273.0,285.0,148.78
13611,2.0,270.0,359.0,434.33
13614,3.0,306.0,330.0,468.24
13615,0.0,0.0,318.0,0.0
13617,2.0,140.0,180.0,206.54
13618,0.0,0.0,173.0,0.0
13621,0.0,0.0,116.0,0.0
13623,4.0,267.0,297.0,147.94
13626,0.0,0.0,252.0,0.0
13627,4.0,298.0,357.0,331.82
13629,10.0,315.0,338.0,713.24
13630,6.0,280.0,285.0,288.77
13631,6.0,168.0,267.0,498.4
13632,4.0,219.0,243.0,464.92
13634,4.0,294.0,327.0,303.29
13635,0.0,0.0,67.0,0.0
13636,4.0,249.0,285.0,198.66
13637,2.0,174.0,226.0,193.95
13638,0.0,0.0,15.0,0.0
13639,0.0,0.0,74.0,0.0
13642,0.0,0.0,215.0,0.0
13643,2.0,154.0,185.0,215.77
13644,3.0,89.0,105.0,591.06
13645,0.0,0.0,120.0,0.0
13647,3.0,225.0,234.0,417.83
13649,1.0,110.0,366.0,148.8
13650,4.0,251.0,267.0,366.06
13651,1.0,4.0,39.0,15.0
13652,2.0,323.0,368.0,393.14
13654,4.0,230.0,273.0,598.6
13655,1.0,127.0,241.0,549.32
13656,1.0,173.0,337.0,216.95
13657,1.0,191.0,201.0,229.8
13658,2.0,195.0,204.0,852.94
13659,1.0,115.0,320.0,527.8
13662,2.0,174.0,259.0,335.03
13663,0.0,0.0,179.0,0.0
13666,1.0,227.0,287.0,20.6
13667,0.0,0.0,149.0,0.0
13668,20.0,360.0,362.0,309.3
13669,1.0,99.0,149.0,170.4
13670,0.0,0.0,75.0,0.0
13672,1.0,31.0,332.0,124.26
13673,1.0,14.0,32.0,183.32
13675,1.0,133.0,284.0,178.38
13678,0.0,0.0,151.0,0.0
13680,3.0,338.0,339.0,950.31
13681,3.0,138.0,155.0,208.12
13682,0.0,0.0,187.0,0.0
13684,0.0,0.0,285.0,0.0
13685,5.0,58.0,60.0,357.06
13686,0.0,0.0,182.0,0.0
13689,0.0,0.0,63.0,0.0
13690,0.0,0.0,59.0,0.0
13692,2.0,212.0,236.0,315.85
13695,13.0,228.0,259.0,186.23
13697,0.0,0.0,38.0,0.0
13699,0.0,0.0,155.0,0.0
13700,7.0,301.0,327.0,301.3
13703,0.0,0.0,318.0,0.0
13704,8.0,83.0,88.0,277.44
13705,2.0,366.0,373.0,196.86
13706,0.0,0.0,302.0,0.0
13707,1.0,48.0,315.0,223.0
13708,0.0,0.0,271.0,0.0
13709,7.0,312.0,315.0,836.19
13710,0.0,0.0,31.0,0.0
13711,0.0,0.0,218.0,0.0
13712,0.0,0.0,246.0,0.0
13715,3.0,91.0,372.0,268.9
13716,0.0,0.0,269.0,0.0
13717,5.0,266.0,298.0,229.39
13718,1.0,49.0,295.0,192.5
13719,4.0,219.0,234.0,227.2
13720,3.0,138.0,254.0,177.9
13721,0.0,0.0,36.0,0.0
13722,1.0,151.0,282.0,911.94
13723,0.0,0.0,217.0,0.0
13725,7.0,259.0,308.0,147.56
13726,1.0,62.0,100.0,786.98
13727,1.0,5.0,33.0,110.4
13728,5.0,274.0,310.0,171.51
13730,1.0,26.0,161.0,445.85
13731,1.0,27.0,246.0,302.47
13732,0.0,0.0,28.0,0.0
13735,3.0,210.0,234.0,650.03
13736,1.0,255.0,260.0,374.37
13737,0.0,0.0,200.0,0.0
13739,0.0,0.0,18.0,0.0
13740,0.0,0.0,240.0,0.0
13741,2.0,146.0,217.0,252.74
13742,10.0,304.0,320.0,266.18
13743,6.0,257.0,259.0,199.98
13744,1.0,197.0,292.0,263.2
13745,0.0,0.0,162.0,0.0
13747,0.0,0.0,373.0,0.0
13748,3.0,278.0,373.0,248.08
13750,4.0,283.0,336.0,330.46
13751,0.0,0.0,288.0,0.0
13752,5.0,122.0,246.0,181.74
13753,0.0,0.0,287.0,0.0
13754,1.0,166.0,317.0,126.6
13755,7.0,60.0,63.0,237.96
13756,11.0,365.0,367.0,423.34
13758,6.0,362.0,373.0,471.35
13759,1.0,38.0,71.0,99.0
13760,1.0,202.0,256.0,151.7
13761,1.0,129.0,179.0,578.94
13762,0.0,0.0,218.0,0.0
13763,0.0,0.0,63.0,0.0
13764,2.0,267.0,337.0,510.94
13769,8.0,365.0,367.0,309.28
13771,2.0,183.0,247.0,881.42
13772,2.0,206.0,239.0,451.86
13774,0.0,0.0,81.0,0.0
13778,0.0,0.0,103.0,0.0
13780,1.0,163.0,170.0,243.73
13781,0.0,0.0,250.0,0.0
13782,5.0,315.0,327.0,144.01
13784,10.0,323.0,332.0,234.92
13786,0.0,0.0,367.0,0.0
13787,1.0,289.0,364.0,202.64
13790,0.0,0.0,4.0,0.0
13791,1.0,41.0,168.0,579.0
13792,1.0,221.0,287.0,120.95
13799,1.0,178.0,294.0,347.16
13800,0.0,0.0,309.0,0.0
13801,0.0,0.0,66.0,0.0
13803,0.0,0.0,255.0,0.0
13804,5.0,259.0,289.0,382.43
13805,1.0,77.0,129.0,424.36
13806,0.0,0.0,63.0,0.0
13807,0.0,0.0,367.0,0.0
13808,4.0,91.0,96.0,293.55
13809,0.0,0.0,305.0,0.0
13810,1.0,28.0,56.0,246.01
13811,2.0,56.0,239.0,277.88
13812,2.0,63.0,105.0,130.13
13813,3.0,95.0,134.0,327.24
13814,1.0,45.0,137.0,961.58
13815,3.0,296.0,318.0,1005.12
13816,1.0,41.0,64.0,199.98
13817,1.0,322.0,351.0,254.28
13819,2.0,18.0,319.0,366.02
13821,1.0,117.0,261.0,115.49
13822,1.0,35.0,40.0,163.62
13823,1.0,73.0,91.0,307.24
13824,4.0,278.0,310.0,314.02
13826,0.0,0.0,176.0,0.0
13827,2.0,86.0,143.0,149.66
13828,0.0,0.0,22.0,0.0
13831,5.0,353.0,369.0,359.0
13832,0.0,0.0,19.0,0.0
13833,0.0,0.0,159.0,0.0
13835,3.0,190.0,215.0,168.71
13837,1.0,106.0,317.0,157.54
13838,2.0,364.0,369.0,226.81
13841,0.0,0.0,252.0,0.0
13842,8.0,308.0,366.0,384.38
13844,0.0,0.0,11.0,0.0
13845,0.0,0.0,64.0,0.0
13846,2.0,336.0,360.0,226.83
13848,2.0,274.0,366.0,467.5
13849,1.0,119.0,170.0,944.37
13850,0.0,0.0,129.0,0.0
13851,2.0,193.0,288.0,1202.57
13853,0.0,0.0,57.0,0.0
13856,2.0,35.0,203.0,147.05
13858,0.0,0.0,57.0,0.0
13859,0.0,0.0,326.0,0.0
13860,3.0,85.0,86.0,280.01
13862,7.0,314.0,332.0,254.89
13863,0.0,0.0,247.0,0.0
13865,3.0,231.0,289.0,126.09
13866,0.0,0.0,74.0,0.0
13867,2.0,187.0,218.0,438.22
13869,3.0,234.0,357.0,927.11
13870,5.0,285.0,287.0,445.38
13871,11.0,286.0,308.0,540.65
13873,2.0,190.0,309.0,134.08
13874,0.0,0.0,358.0,0.0
13875,4.0,248.0,301.0,361.54
13876,0.0,0.0,63.0,0.0
13877,0.0,0.0,86.0,0.0
13878,0.0,0.0,54.0,0.0
13880,9.0,346.0,367.0,346.89
13881,15.0,308.0,311.0,1075.61
13882,4.0,62.0,64.0,249.59
13883,2.0,243.0,253.0,847.04
13884,3.0,276.0,283.0,216.48
13885,1.0,11.0,200.0,107.65
13886,0.0,0.0,71.0,0.0
13887,0.0,0.0,204.0,0.0
13888,1.0,99.0,218.0,366.11
13889,0.0,0.0,92.0,0.0
13890,8.0,357.0,358.0,211.68
13892,3.0,220.0,246.0,192.82
13893,0.0,0.0,297.0,0.0
13894,1.0,287.0,310.0,403.77
13895,3.0,136.0,164.0,736.87
13897,0.0,0.0,50.0,0.0
13898,0.0,0.0,325.0,0.0
13899,1.0,258.0,274.0,90.02
13900,2.0,79.0,262.0,191.68
13901,4.0,246.0,318.0,663.2
13904,1.0,257.0,294.0,131.52
13908,3.0,197.0,276.0,624.52
13911,8.0,251.0,308.0,280.67
13914,1.0,25.0,36.0,305.38
13917,1.0,142.0,191.0,206.66
13918,1.0,204.0,253.0,1014.64
13919,1.0,62.0,121.0,171.66
13922,0.0,0.0,351.0,0.0
13923,0.0,0.0,53.0,0.0
13924,5.0,71.0,72.0,231.96
13925,2.0,42.0,134.0,149.06
13926,0.0,0.0,23.0,0.0
13927,0.0,0.0,74.0,0.0
13928,3.0,123.0,133.0,120.12
13929,1.0,157.0,326.0,429.8
13930,1.0,79.0,136.0,127.34
13931,1.0,185.0,280.0,859.32
13932,0.0,0.0,294.0,0.0
13933,1.0,39.0,148.0,307.8
13934,0.0,0.0,263.0,0.0
13936,0.0,0.0,179.0,0.0
13937,0.0,0.0,169.0,0.0
13938,0.0,0.0,35.0,0.0
13939,2.0,288.0,311.0,192.02
13940,3.0,127.0,144.0,206.84
13941,4.0,351.0,372.0,1004.46
13946,2.0,188.0,267.0,175.86
13947,0.0,0.0,65.0,0.0
13948,0.0,0.0,360.0,0.0
13949,5.0,92.0,94.0,377.88
13950,3.0,235.0,246.0,188.58
13951,2.0,118.0,294.0,230.94
13952,1.0,21.0,238.0,1208.31
13953,6.0,345.0,352.0,502.61
13954,1.0,69.0,70.0,212.51
13955,1.0,151.0,305.0,117.86
13956,4.0,266.0,271.0,226.68
13959,2.0,283.0,362.0,191.73
13960,1.0,50.0,71.0,102.12
13962,1.0,224.0,245.0,51.95
13963,3.0,59.0,367.0,171.08
13967,0.0,0.0,145.0,0.0
13969,16.0,358.0,365.0,546.02
13971,7.0,267.0,285.0,346.4
13972,1.0,131.0,201.0,44.35
13973,0.0,0.0,287.0,0.0
13974,0.0,0.0,49.0,0.0
13975,4.0,245.0,276.0,461.88
13976,0.0,0.0,206.0,0.0
13978,1.0,31.0,45.0,37.8
13979,0.0,0.0,73.0,0.0
13980,0.0,0.0,60.0,0.0
13982,3.0,326.0,365.0,481.07
13983,9.0,337.0,366.0,252.67
13984,4.0,340.0,366.0,191.43
13985,14.0,260.0,264.0,476.22
13986,0.0,0.0,17.0,0.0
13988,5.0,235.0,254.0,703.38
13989,1.0,174.0,239.0,369.41
13990,0.0,0.0,213.0,0.0
13991,4.0,131.0,143.0,182.4
13992,0.0,0.0,30.0,0.0
13993,8.0,288.0,330.0,392.9
13994,5.0,145.0,148.0,404.91
13995,4.0,230.0,245.0,270.81
13999,11.0,351.0,361.0,327.25
14000,0.0,0.0,211.0,0.0
14001,2.0,328.0,373.0,870.92
14002,1.0,22.0,156.0,304.94
14004,6.0,245.0,288.0,613.77
14005,4.0,206.0,215.0,671.89
14006,2.0,197.0,312.0,328.88
14009,1.0,7.0,205.0,314.7
14012,0.0,0.0,277.0,0.0
14013,2.0,165.0,275.0,177.26
14014,0.0,0.0,77.0,0.0
14015,0.0,0.0,52.0,0.0
14016,3.0,196.0,357.0,1195.82
14019,2.0,92.0,138.0,518.66
14020,1.0,72.0,88.0,311.66
14021,2.0,101.0,256.0,216.5
14022,0.0,0.0,225.0,0.0
14023,1.0,243.0,250.0,310.93
14024,1.0,3.0,124.0,65.25
14027,0.0,0.0,60.0,0.0
14029,1.0,81.0,144.0,302.46
14030,6.0,348.0,366.0,280.6
14031,16.0,365.0,372.0,973.29
14032,10.0,364.0,366.0,267.17
14034,1.0,135.0,157.0,177.91
14035,4.0,269.0,297.0,281.6
14036,0.0,0.0,284.0,0.0
14037,1.0,188.0,364.0,35.4
14038,2.0,129.0,207.0,422.03
14039,0.0,0.0,33.0,0.0
14040,10.0,291.0,331.0,332.52
14041,0.0,0.0,266.0,0.0
14044,3.0,283.0,309.0,159.69
14045,2.0,264.0,373.0,666.68
14046,0.0,0.0,284.0,0.0
14047,4.0,364.0,372.0,255.42
14048,0.0,0.0,305.0,0.0
14050,1.0,75.0,106.0,260.38
14051,21.0,366.0,366.0,713.67
14052,0.0,0.0,19.0,0.0
14053,1.0,35.0,159.0,106.0
14054,0.0,0.0,65.0,0.0
14055,0.0,0.0,106.0,0.0
14056,22.0,283.0,284.0,346.17
14057,13.0,337.0,360.0,407.08
14059,0.0,0.0,266.0,0.0
14060,18.0,368.0,372.0,322.25
14062,10.0,355.0,364.0,949.82
14064,4.0,245.0,274.0,292.15
14066,0.0,0.0,266.0,0.0
14067,1.0,33.0,96.0,150.03
14068,0.0,0.0,320.0,0.0
14071,6.0,261.0,264.0,202.24
14073,0.0,0.0,32.0,0.0
14075,2.0,257.0,261.0,317.17
14076,0.0,0.0,129.0,0.0
14077,4.0,234.0,274.0,95.58
14078,5.0,272.0,373.0,182.63
14079,0.0,0.0,124.0,0.0
14080,0.0,0.0,32.0,0.0
14081,1.0,67.0,369.0,511.0
14082,0.0,0.0,364.0,0.0
14083,7.0,367.0,371.0,101.27
14085,15.0,366.0,368.0,276.03
14087,0.0,0.0,2.0,0.0
14089,0.0,0.0,56.0,0.0
14090,0.0,0.0,324.0,0.0
14092,11.0,351.0,358.0,347.84
14093,0.0,0.0,12.0,0.0
14098,0.0,0.0,36.0,0.0
14099,10.0,338.0,354.0,272.06
14100,0.0,0.0,137.0,0.0
14101,5.0,253.0,326.0,1045.04
14102,4.0,39.0,44.0,234.8
14104,1.0,11.0,165.0,104.95
14105,0.0,0.0,239.0,0.0
14107,6.0,313.0,364.0,390.0
14108,1.0,71.0,101.0,306.58
14109,0.0,0.0,72.0,0.0
14110,11.0,263.0,266.0,434.44
14111,3.0,227.0,241.0,199.55
14112,4.0,253.0,275.0,574.51
14113,3.0,351.0,354.0,468.97
14114,1.0,57.0,330.0,191.4
14116,4.0,102.0,121.0,265.69
14117,0.0,0.0,143.0,0.0
14121,3.0,56.0,59.0,849.02
14124,0.0,0.0,84.0,0.0
14125,2.0,68.0,78.0,722.5
14126,1.0,3.0,10.0,62.5
14127,2.0,188.0,310.0,197.54
14128,1.0,195.0,255.0,331.96
14129,3.0,259.0,260.0,254.99
14130,0.0,0.0,319.0,0.0
14132,10.0,181.0,183.0,327.92
14133,1.0,186.0,315.0,287.64
14135,13.0,371.0,372.0,323.47
14138,1.0,62.0,63.0,344.17
14139,0.0,0.0,46.0,0.0
14140,1.0,28.0,31.0,394.06
14141,3.0,103.0,105.0,209.99
14142,0.0,0.0,373.0,0.0
14143,0.0,0.0,133.0,0.0
14145,3.0,171.0,217.0,871.2
14146,3.0,349.0,357.0,983.19
14147,1.0,207.0,285.0,300.6
14148,0.0,0.0,233.0,0.0
14149,0.0,0.0,220.0,0.0
14150,1.0,324.0,359.0,352.46
14152,1.0,159.0,234.0,306.78
14154,0.0,0.0,239.0,0.0
14155,0.0,0.0,266.0,0.0
14157,1.0,266.0,285.0,155.71
14158,0.0,0.0,40.0,0.0
14159,10.0,343.0,362.0,449.98
14161,2.0,154.0,369.0,413.69
14162,1.0,119.0,292.0,111.68
14163,3.0,152.0,239.0,678.01
14164,1.0,10.0,80.0,358.0
14165,0.0,0.0,275.0,0.0
14167,3.0,292.0,331.0,142.16
14171,0.0,0.0,98.0,0.0
14173,2.0,209.0,219.0,168.4
14174,0.0,0.0,33.0,0.0
14176,2.0,70.0,367.0,208.68
14177,2.0,93.0,179.0,220.67
14178,6.0,174.0,182.0,237.26
14179,1.0,12.0,52.0,168.1
14184,0.0,0.0,66.0,0.0
14185,0.0,0.0,331.0,0.0
14188,5.0,280.0,310.0,331.27
14189,13.0,366.0,368.0,334.06
14191,12.0,219.0,220.0,377.87
14193,1.0,202.0,269.0,430.85
14194,14.0,304.0,308.0,773.76
14195,1.0,51.0,252.0,183.6
14196,0.0,0.0,106.0,0.0
14198,3.0,221.0,239.0,172.7
14199,0.0,0.0,218.0,0.0
14201,6.0,299.0,359.0,113.37
14204,0.0,0.0,2.0,0.0
14205,1.0,248.0,264.0,243.8
14206,0.0,0.0,239.0,0.0
14208,0.0,0.0,94.0,0.0
14209,5.0,322.0,332.0,345.1
14210,5.0,266.0,371.0,320.18
14211,8.0,242.0,295.0,261.99
14212,0.0,0.0,89.0,0.0
14214,4.0,247.0,277.0,91.43
14215,5.0,357.0,368.0,324.74
14216,3.0,34.0,37.0,459.83
14217,15.0,365.0,366.0,125.78
14218,0.0,0.0,42.0,0.0
14219,0.0,0.0,4.0,0.0
14220,1.0,111.0,358.0,319.42
14221,6.0,297.0,339.0,519.98
14222,0.0,0.0,177.0,0.0
14223,2.0,172.0,264.0,343.12
14224,3.0,210.0,320.0,268.61
14226,4.0,241.0,269.0,312.22
14227,5.0,258.0,284.0,522.85
14229,2.0,282.0,333.0,545.12
14231,2.0,105.0,288.0,308.38
14232,4.0,222.0,264.0,338.72
14233,3.0,268.0,317.0,453.96
14234,3.0,35.0,57.0,135.23
14235,3.0,185.0,260.0,764.85
14236,1.0,292.0,372.0,301.56
14237,0.0,0.0,373.0,0.0
14238,0.0,0.0,326.0,0.0
14239,10.0,273.0,316.0,222.12
14240,1.0,195.0,225.0,663.49
14241,0.0,0.0,183.0,0.0
14242,1.0,91.0,325.0,142.2
14243,9.0,357.0,365.0,263.94
14245,1.0,44.0,263.0,688.35
14246,2.0,135.0,245.0,512.21
14247,0.0,0.0,278.0,0.0
14248,0.0,0.0,318.0,0.0
14250,1.0,82.0,89.0,675.22
14251,4.0,56.0,57.0,405.06
14256,1.0,104.0,364.0,445.2
14257,4.0,254.0,318.0,619.9
14259,0.0,0.0,141.0,0.0
14261,1.0,28.0,78.0,219.7
14262,7.0,232.0,240.0,339.75
14264,1.0,91.0,245.0,218.27
14265,1.0,39.0,148.0,278.13
14267,1.0,98.0,260.0,679.88
14270,0.0,0.0,331.0,0.0
14271,0.0,0.0,225.0,0.0
14272,1.0,181.0,254.0,305.87
14273,3.0,191.0,242.0,149.06
14276,2.0,191.0,289.0,389.27
14280,0.0,0.0,196.0,0.0
14282,14.0,364.0,367.0,225.6
14284,1.0,56.0,86.0,343.15
14285,3.0,155.0,176.0,634.7
14287,1.0,190.0,198.0,93.35
14288,0.0,0.0,213.0,0.0
14289,5.0,281.0,289.0,117.8
14290,4.0,350.0,361.0,384.27
14291,6.0,274.0,275.0,483.06
14292,5.0,275.0,282.0,881.79
14293,3.0,365.0,368.0,227.21
14295,0.0,0.0,40.0,0.0
14297,3.0,257.0,274.0,357.58
14299,8.0,357.0,365.0,442.05
14300,0.0,0.0,18.0,0.0
14301,0.0,0.0,117.0,0.0
14304,0.0,0.0,222.0,0.0
14305,2.0,64.0,135.0,407.38
14306,1.0,34.0,85.0,390.38
14307,4.0,285.0,373.0,553.15
14309,8.0,350.0,358.0,275.6
14311,0.0,0.0,242.0,0.0
14312,5.0,291.0,337.0,260.41
14314,0.0,0.0,106.0,0.0
14315,5.0,222.0,266.0,390.15
14317,0.0,0.0,64.0,0.0
14320,1.0,126.0,332.0,125.28
14321,4.0,323.0,333.0,300.98
14323,1.0,124.0,238.0,305.24
14326,0.0,0.0,242.0,0.0
14327,0.0,0.0,163.0,0.0
14329,5.0,312.0,329.0,693.45
14331,1.0,11.0,135.0,79.0
14332,2.0,125.0,147.0,373.64
14333,0.0,0.0,67.0,0.0
14334,7.0,342.0,358.0,318.87
14335,1.0,80.0,96.0,109.01
14336,3.0,260.0,276.0,360.16
14338,1.0,35.0,196.0,8.25
14339,0.0,0.0,242.0,0.0
14340,0.0,0.0,218.0,0.0
14341,4.0,273.0,318.0,461.66
14342,3.0,189.0,210.0,119.65
14344,7.0,241.0,368.0,81.02
14345,0.0,0.0,38.0,0.0
14346,1.0,177.0,297.0,759.14
14348,0.0,0.0,260.0,0.0
14349,0.0,0.0,10.0,0.0
14350,0.0,0.0,274.0,0.0
14351,0.0,0.0,164.0,0.0
14352,2.0,116.0,273.0,423.83
14353,0.0,0.0,215.0,0.0
14354,1.0,25.0,30.0,75.84
14355,0.0,0.0,365.0,0.0
14356,1.0,2.0,81.0,356.2
14357,0.0,0.0,43.0,0.0
14359,2.0,68.0,87.0,214.4
14360,2.0,63.0,94.0,496.77
14362,0.0,0.0,22.0,0.0
14364,6.0,103.0,211.0,499.7
14367,12.0,268.0,276.0,689.86
14368,0.0,0.0,319.0,0.0
14371,0.0,0.0,295.0,0.0
14373,0.0,0.0,358.0,0.0
14375,0.0,0.0,185.0,0.0
14377,1.0,71.0,262.0,302.45
14379,1.0,251.0,295.0,237.12
14381,0.0,0.0,52.0,0.0
14382,0.0,0.0,26.0,0.0
14383,2.0,125.0,163.0,502.8
14385,2.0,14.0,23.0,73.47
14386,0.0,0.0,296.0,0.0
14387,2.0,77.0,109.0,664.9
14388,7.0,362.0,372.0,414.29
14389,1.0,125.0,190.0,732.32
14390,7.0,362.0,372.0,632.73
14393,0.0,0.0,218.0,0.0
14395,8.0,370.0,372.0,399.88
14396,1.0,306.0,371.0,377.64
14397,18.0,211.0,213.0,135.97
14400,0.0,0.0,149.0,0.0
14401,12.0,355.0,359.0,317.01
14403,3.0,117.0,247.0,228.37
14404,5.0,336.0,369.0,268.17
14406,0.0,0.0,119.0,0.0
14407,5.0,169.0,276.0,360.11
14408,6.0,254.0,264.0,375.96
14409,4.0,297.0,368.0,432.66
14410,6.0,213.0,305.0,161.24
14411,0.0,0.0,310.0,0.0
14412,1.0,30.0,72.0,307.58
14413,0.0,0.0,362.0,0.0
14414,6.0,267.0,358.0,213.3
14415,12.0,359.0,360.0,418.76
14416,1.0,20.0,42.0,129.22
14418,2.0,105.0,108.0,893.4
14419,5.0,354.0,364.0,186.79
14420,0.0,0.0,99.0,0.0
14421,1.0,154.0,211.0,357.93
14422,5.0,267.0,267.0,772.47
14423,0.0,0.0,218.0,0.0
14424,0.0,0.0,17.0,0.0
14426,6.0,289.0,312.0,630.08
14427,1.0,13.0,63.0,41.6
14428,4.0,318.0,325.0,260.32
14431,0.0,0.0,302.0,0.0
14432,5.0,80.0,89.0,400.15
